PSAP ID,PSAP Name,County,City,State,Zip,Text to TTY,Web Browser,DirectIP,RTT,Other
6695,Kerr Emergency 9-1-1 Network,Kerr,Kerrville,TX,78028,,,1,,
6918,Southwest Regional Communications Center,Dallas,Desoto,TX,75115,,1,,,
7061,Springville Public Safety Dispatch Center,Utah,Springville,UT,84663,,,1,,
374,Saline County Central,Saline,Benton,AR,72015,1,,,,
1248,Prowers County Dispatch,Prowers,Lamar,CO,81052,,1,,,
1698,City of Atlanta 911 Center,Fulton,Atlanta,GA,30303,,,,,1
3436,Lake County Central Dispatch,Lake,Baldwin,MI,49304,,1,,,
3562,St. Joseph County Central Dispatch,St. Joseph,Centreville,MI,49032,,1,,,
4144,Madison County Sheriff's Office,Madison,Virginia City,MT,59755,,1,,,
4300,Hertford County E911 Communications Department,Hertford,Winton,NC,27986,1,,,,
5075,Essex County Emergency Services,Essex,Lewis,NY,12950,,,1,,
5117,Livingston County Sheriff's Office 911 Center,Livingston,Geneseo,NY,14454,,1,,,
5198,Schuyler County Sheriff's Office,Schuyler,Watkins Glen,NY,14891,,1,,,
6041,Clarendon County Communications,Clarendon,Manning,SC,29102,1,,,,
6509,Metrocom,Nueces,Corpus Christi,TX,78401,,,1,,
1433,Dover Police 911 Center,Kent,Dover,DE,19904,,,1,,
1441,Wilmington 911 Center,New Castle,Wilmington,DE,19801,,,1,,
1435,New Castle County Emergerncy Operations Center,New Castle,New Castle,DE,19720,,,1,,
1434,Kent County Emergency Operations Center,Kent,Dover,DE,19901,,,1,,
1436,Newark 911 Center - Newark Police Department,New Castle,Newark,DE,19711,,,1,,
1437,Rehoboth 911 Center - Rehoboth Police Department,Sussex,Rehoboth Beach,DE,19971,,,1,,
1438,Seaford 911 Center - Seaford Police,Sussex,Seaford,DE,19973,,,1,,
1439,Sussex County Emergency Operations Center,Sussex,Georgetown,DE,19947,,,1,,
1440,University of Delaware 911 Center,New Castle,Newark,DE,19716,,,1,,
1908,Butler County Sheriff's Office,Butler,Allison,IA,50602,,,1,,
2031,Woodbury Communications,Woodbury,Sioux City,IA,51106,,,1,,
3104,Ouachita 911,Ouachita,West Monroe,LA,71292,1,,,,
3341,Canton Public Safety Department,Wayne,Livonia,MI,48150,,1,,,
3363,Dearborn Police Department,Wayne,Livonia,MI,48150,,1,,,
3364,Dearborn Heights Police Department,Wayne,Livonia,MI,48150,,1,,,
3416,Huron Township Police Department,Wayne,Livonia,MI,48150,,1,,,
3447,Livonia Police Department,Wayne,Livonia,MI,48150,,1,,,
3508,Northville Township Department of Public Safety,Wayne,Livonia,MI,48150,,1,,,
3526,Plymouth Community Communications Center,Wayne,Livonia,MI,48150,,1,,,
3532,Redford Township Police Department,Wayne,Livonia,MI,48150,,1,,,
3541,Romulus Police Department,Wayne,Livonia,MI,48150,,1,,,
3576,Van Buren Township Department of Public Safety,Wayne,Livonia,MI,48150,,1,,,
3582,Wayne County A/P Authority,Wayne,Livonia,MI,48150,,1,,,
3586,Westland police Department,Wayne,Livonia,MI,48150,,1,,,
5504,Henderson Police Department,Clark,Henderson,NV,89015,,1,,,
6048,Dorchester County E911,Dorchester,Summerville,SC,29483,,1,,,
6385,Abilene Police Department,Taylor,Abilene,TX,79601,1,,,,
6936,Taylor County Sheriff's Office,Taylor,Abilene,TX,79601,1,,,,
7067,Utah Valley Dispatch Special Service District,Utah,Spanish Fork,UT,84660,,,1,,
638,CHP Monterey,Monterey,Sacramento,CA,95811,,1,,,
835,Monterey County Emergency Communications Center,Monterey,Salinas,CA,93906,,1,,,
1083,Black Hawk Police Department,Gilpin,Black Hawk,CO,80422,,1,,,
1100,Clear Creek County Sheriff's Office,Clear Creek,Georgetown,CO,80444,,1,,,
1103,Colorado Springs Police Department,El Paso,Colorado Springs,CO,80910,,1,,,
1135,El Paso County Sheriff's Office,El Paso,Colorado Springs,CO,80910,,1,,,
1153,Fort Carson Fire Department,El Paso,Colorado Springs,CO,80910,,1,,,
1157,Garfield County Emergency Communications Authority,Garfield,Rifle,CO,81650,,,1,,
1165,Grand Junction Regional Communications Center,Mesa,Grand Junction,CO,81501,,1,,,
1169,Gunnison/Hinsdale Regional Communications Center,Gunnison,Gunnison,CO,81230,,1,,,
1264,Sedgwick County Communication Center,Sedgwick,Julesburg,CO,80737,,1,,,
1275,Teller County Sheriff's Office,Teller,Colorado Springs,CO,80910,,1,,,
1281,Vail Public Safety Communications Center,Eagle,Vail,CO,81657,,1,,,
3056,Bossier Parish Communications,Bossier,Benton,LA,71006,1,,,,
3060,Calcasieu Parish Communications District,Calcasieu,Lake Charles,LA,70601,,,1,,
3086,Jefferson Parish Sheriff's Office,Jefferson,Gretna,LA,70053,,,1,,
3087,Kenner Police Department,Jefferson,Kenner,LA,70062,,,1,,
3081,Gretna Police Department,Jefferson,Gretna,LA,70053,,,1,,
3142,West Baton Rouge 911,West Baton Rouge,Port Allen,LA,70767,1,,,,
4113,Beaverhead County 911,Beaverhead,Dillon,MT,59725,,1,,,
4285,Granville County Emergency Communnications,Granville,Oxford ,NC,27565,,1,,,
6033,Charleston County Consolidated 911 Center,Charleston,North Charleston,SC,29456,,1,,,
7135,Gloucester County Emergency Communications Center,Gloucester,Gloucester,VA,23061,,1,,,
1164,Grand County Sheriff's Office,Grand,Hot Sulpher Springs,CO,80451,,1,,,
1646,Santa Rosa County Emergency Communications Center,Santa Rosa,Milton,FL,32583,,,1,,
7944,Santa Rosa County Sheriff's Office,Santa Rosa,Milton,FL,32583,,,1,,
7945,Milton Police Department,Santa Rosa,Milton,FL,32583,,,1,,
7946,Gulf Breeze Police Department,Santa Rosa,Milton,FL,32583,,,1,,
2195,Deerfield Police,Lake,Deerfield,IL,60015,,1,,,
2573,Hendricks County Emergency Communications,Hendricks,Indianapolis,IN,46204,,,1,,
2591,Jasper County,Jasper,Indianapolis,IN,46204,,,1,,
2597,Johnson County Communications,Johnson,Indianapolis,IN,46204,,,1,,
2634,Newton County Sheriff,Newton,Indianapolis,IN,46204,,,1,,
2654,Randolph County 911,Randolph,Indianapolis,IN,46204,,,1,,
2680,Union County 911,Union,Indianapolis,IN,46204,,,1,,
2551,Evansville/Vanderburgh Communications,Vanderburgh,Indianapolis,IN,46204,,,1,,
3885,Osage Beach Police Department,Camden,Osage Beach,MO,65065,,,1,,
4117,Yellowstone County 911,Yellowstone,Billings,MT,59101,,1,,,
4138,Jefferson County 911,Jefferson,Boulder,MT,59632,,1,,,
4197,Brunswick County Central Communications,Brunswick,Bolivia,NC,28422,1,,,,
4225,Pineville Police Department,Mecklenburg,Pineville,NC,28134,1,,,,
7233,Hartford Police Department,Windsor,Montpellier,VT,5620,,,1,,
7234,Lamoille County Sheriff's Office,Lamoille,Montpellier,VT,5620,,,1,,
7237,Shelburne Police Department,Chittenden,Montpellier,VT,5620,,,1,,
7239,Saint Albans Police Department,Franklin,Montpellier,VT,5620,,,1,,
7240,Vermont State Police - Rockingham,Windham,Montpellier,VT,5620,,,1,,
294,Office of Emergency Communications,Benton,Bentonville,AR,72712,1,,,,
295,Bentonville City Police Department,Benton,Bentonville,AR,72712,1,,,,
373,Rogers City Police Department,Benton,Rogers,AR,72758,1,,,,
382,Siloam Springs Police Department,Benton,Siloam Springs,AR,72761,1,,,,
532,Antioch Police Department,Contra Costa,Antioch,CA,94509,,1,,,
533,Arcadia Police Department,Los Angeles,Hacienda Heights,CA,91745,,1,,,
544,Azusa Police Department,Los Angeles,Hacienda Heights,CA,91745,,1,,,
546,Baldwin Park Police Department,Los Angeles,Hacienda Heights,CA,91745,,1,,,
626,CHP-Los Angeles ,Los Angeles,Hacienda Heights,CA,91745,,1,,,
653,Claremont Police Department,Los Angeles,Hacienda Heights,CA,91745,,1,,,
674,Covina Police Department,Los Angeles,Hacienda Heights,CA,91745,,1,,,
709,El Monte Police Department,Los Angeles,Hacienda Heights,CA,91745,,1,,,
742,Glendora Police Department,Los Angeles,Hacienda Heights,CA,91745,,1,,,
769,Irwindale Police Department,Los Angeles,Hacienda Heights,CA,91745,,1,,,
777,La Verne Police Department,Los Angeles,Hacienda Heights,CA,91745,,1,,,
797,Los Angeles  County Fire Department,Los Angeles,Hacienda Heights,CA,91745,,1,,,
828,Monrovia Police Department,Los Angeles,Hacienda Heights,CA,91745,,1,,,
882,Pomona Police Department,Los Angeles,Hacienda Heights,CA,91745,,1,,,
972,Sierra Madre Police Department,Los Angeles,Hacienda Heights,CA,91745,,1,,,
8096,Verdugo Fire Department,Los Angeles,Hacienda Heights,CA,91745,,1,,,
1044,West Covina Police Department,Los Angeles,Hacienda Heights,CA,91745,,1,,,
2231,Galesburg/Knox County 911,Knox,Galesburg,IL,61401,,,1,,
2626,Morgan County Public Safety Dispatch,Morgan,Indianapolis,IN,46204,,,1,,
2655,Ripley County E911 Communications,Ripley,Indianapolis,IN,46204,,,1,,
2736,Fort Leavenworth Provost Marshal,Leavenworth,Kansas City,MO,64105,1,,,,
2760,Johnson County Sheriff's Office,Johnson,Kansas City,MO,64105,1,,,,
8022,Kansas City Kansas Police Department,Wyandotte,Kansas City,MO,64105,1,,,,
2772,Leavenworth County Sheriff's Office,Leavenworth,Kansas City,MO,64105,1,,,,
2773,Leavenworth Police Department,Leavenworth,Kansas City,MO,64105,1,,,,
2774,Leawood Police Department,Johnson,Kansas City,MO,64105,1,,,,
2775,Lenexa Police Department,Johnson,Kansas City,MO,64105,1,,,,
2786,Miami County Sheriff's Office,Miami,Kansas City,MO,64105,1,,,,
2804,Overland Park Police Department,Johnson,Kansas City,MO,64105,1,,,,
2812,Prairie Village Police Department,Johnson,Kansas City,MO,64105,1,,,,
2833,Shawnee Police Department,Johnson,Kansas City,MO,64105,1,,,,
3750,Belton Police Department,Cass,Kansas City,MO,64105,1,,,,
3754,Blue Springs Police Department,Jackson,Kansas City,MO,64105,1,,,,
3772,Cass County Sheriff's Office,Cass,Kansas City,MO,64105,1,,,,
3783,Clay County Sheriff's Office,Clay,Kansas City,MO,64105,1,,,,
3804,Excelsior Springs Police Department,Clay,Kansas City,MO,64105,1,,,,
3812,Gladstone Public Safety,Clay,Kansas City,MO,64105,1,,,,
3814,Grandview Police Department,Jackson,Kansas City,MO,64105,1,,,,
3816,Harrisonville Police Department,Cass,Kansas City,MO,64105,1,,,,
3825,Independence Police Department,Jackson,Kansas City,MO,64105,1,,,,
3827,Jackson County Sheriff's Office,Jackson,Kansas City,MO,64105,1,,,,
3835,Kansas City Missouri Police Department,Jackson,Kansas City,MO,64105,1,,,,
3846,Lee's Summit Police Department,Jackson,Kansas City,MO,64105,1,,,,
3848,Liberty Police Department,Clay,Kansas City,MO,64105,1,,,,
3880,North Kansas City Police Department,Clay,Kansas City,MO,64105,1,,,,
3897,Platte County Sheriff's Office,Platte,Kansas City,MO,64105,1,,,,
3898,Pleasant Hill Police Department,Cass,Kansas City,MO,64105,1,,,,
3899,Pleasant Valley Police Department,Clay,Kansas City,MO,64105,1,,,,
3906,Ray County Sheriff's Office,Ray,Kansas City,MO,64105,1,,,,
3907,Raymore Police Department,Cass,Kansas City,MO,64105,1,,,,
3908,Raytown Police Department,Jackson,Kansas City,MO,64105,1,,,,
3912,Riverside Public Safety,Platte,Kansas City,MO,64105,1,,,,
3943,Sugar Creek Police Department,Jackson,Kansas City,MO,64105,1,,,,
4119,Blaine County 911,Blaine,Chinook,MT,59523,,1,,,
4154,Phillips County 911,Phillips,Malta,MT,59538,,1,,,
4163,Rosebud - Treasure 911,Rosebud,Forsyth,MT,59327,,1,,,
8303,City of Colstrip 911,Rosebud,Colstrip,MT,59323,,1,,,
4305,Iredell County Emergency Communications,Iredell,Statesville,NC,28687,1,,,,
7045,Pleasant Grove 911 Communications,Utah,Pleasant Grove,UT,84062,,,1,,
7397,Brown County Public Safety Communications,Brown,Green Bay,WI,54311,,,1,,
8028,Red River Regional Dispatch Center,Cass,Bismarck,ND,58502-0877,,,1,,
4549,Walsh County Communications,Walsh,Bismarck,ND,58502-0877,,,1,,
4512,Grand Forks County PSAP,Grand Forks,Bismarck,ND,58502-0877,,,1,,
4552,Williams County 9-1-1,Williams,Bismarck,ND,58502-0877,,,1,,
1443,Alachua County Sheriff's Combined Communications Center,Alachua,Gainesville,FL,32641,,1,,,
1485,Collier County Sheriff's Office,Collier,Naples,FL,34112,,,1,,
1737,Coweta County E911,Coweta,Newnan,GA,30265,,1,,,
1912,Cedar County Sheriff's Office,Cedar,Tipton,IA,52772,,,1,,
2087,Payette County Sheriff,Payette,Payette,ID,83661,,1,,,
3960,Webster County 911,Webster,Marshfield,MO,65706,,,1,,
4120,Broadwater County 911,Broadwater,Townsend,MT,59544,,1,,,
4157,Powell County 911,Powell,Deer Lodge,MT,59722,,1,,,
4166,Stillwater County 9-1-1,Stillwater,Columbus,MT,59019,,1,,,
4239,Currituck Communications,Currituck,Currituck,NC,27929,1,,,,
2039,Benewah County Sheriff's Office,Benewah,St. Maries,ID,83861,,1,,,
2043,Bonner County 9-1-1,Bonner,Sandpoint,ID,83864,,1,,,
2090,Post Falls Police Department,Kootenai,Post Falls,ID,83854,,1,,,
,Rathdrum Police Department,Kootenai,Post Falls,ID,83854,,1,,,
2909,Frankfort/Franklin County E-911,Franklin,Frankfort,KY,40601,1,,,,
4245,Davidson County 9-1-1,Davidson,Lexington,NC,27292,1,,,,
4247,Davie County 911,Davie,Mocksville,NC,27028,1,,,,
7074,Weber Area Dispatch 911 and Emergency Services District,Weber,Ogden,UT,84401,,,1,,
7119,Eastern Shore of Virginia 9-1-1 Commission,Accomack,Accomac,VA,23301,1,,,,
7148,Isle of Wight Emergency Communications Center,Isle of Wight,Isle of Wight,VA,23397,,1,,,
7157,Loudon County 9-1-1,Loudon,"1. Leesburg

2. Leesburg",VA,"1.  20175

2. 20177",,,1,,
7174,Norton 911,Wise,Norton,VA,24273,,,1,,
7179,Patrick County Sheriff's Office,Patrick,Stuart,VA,24171,,,1,,
7218,Emergency Communications and Citizen Services,Virginia Beach City,Virginia Beach,VA,23456,,1,,,
7316,Multi Agency Communications Center (MACC),Grant,Moses Lake,WA,98837,,,1,,
1098,Chaffee County Sheriff's Office Communications Center,Chaffee,Salida,CO,81201,,1,,,
1121,Delta County Sheriff's Office,Delta,Delta,CO,81416,,1,,,
1743,Decatur Police 911,Dekalb,Decatur,GA,30030,1,,,,
2491,Williamson Sheriff,Williamson,Herrin,IL,62948,,,1,,
2320,Marion Police,Williamson,Herrin,IL,62948,,,1,,
2256,Herrin Police,Williamson,Herrin,IL,62948,,,1,,
3332,Berrien County Public Safety Communications Center,Berrien,Benton Harbor,MI,49022,,1,,,
3506,Niles Police/Fire,Berrien,Benton Harbor,MI,49022,,1,,,
3936,St. Joseph Emergency Communications Center,Buchanan,St. Joseph,MO,64501,,1,,,
4447,Stanly County E9-1-1 Communications Center,Stanly,Albemarle,NC,28001,1,,,,
4454,Swain County 911,Swain,Bryson City,NC,28713,1,,,,
5050,Erie County Central Police Services,Erie,Buffalo,NY,14203,,,1,,
5753,Astoria 9-1-1,Clatsop,Astoria,OR,97103,,1,,,
5821,Portland - Bureau of Emergency Services,Multnomah,Portland,OR,97207,,1,,,
5765,Clackamas County Communications,Clackamas,Oregon City,OR,97045,,1,,,
5766,Columbia 9-1-1 Communications District,Columbia,St. Helens,OR,97051,,1,,,
5790,Lake Oswego Communications,Clackamas,Lake Oswego,OR,97034,,1,,,
5807,Marion Area Multi Agency Emergency Telecommunications (METCOM),Marion,Woodburn,OR,97071,,1,,,
5842,Washington County Consolidated Communications Agency,Washington,Beaverton,OR,97006,,1,,,
6464,Burleson County Sheriff's Office,Burleson,Bryan,TX,77805-4128,,,1,,
6620,Grimes County Sheriff Office,Grimes,Bryan,TX,77805-4128,,,1,,
6797,Navasota Police Department,Grimes,Bryan,TX,77805-4128,,,1,,
6726,Leon County Sheriff's Office,Leon,Bryan,TX,77805-4128,,,1,,
6750,Madison County Sheriff's Office,Madison,Bryan,TX,77805-4128,,,1,,
6862,Robertson County Sheriff's Office,Robertson,Bryan,TX,77805-4128,,,1,,
6452,Washington County  9-1-1,Washington,Bryan,TX,77805-4128,,,1,,
1550,Kissimmee Police Department,Osceola,Kissimmee,FL,34744,,,,,1
1613,Osceola County Sheriff's Office,Osceola,Kissimmee,FL,34744,,,,,1
1660,Saint Cloud Police Department,Osceola,Kissimmee,FL,34744,,,,,1
4121,Butte-Silver Bow 911,Silver Bow,Butte,MT,59701,,1,,,
4167,Sweet Grass County 911,Sweet Grass,Big Timber,MT,59011,,1,,,
4168,Teton County 911,Teton,Choteau,MT,59422,,1,,,
4397,Person County 911 Communications,Person,Roxboro,NC,27573,1,,,,
856,Ontario Police Department,San Bernardino,Ontario,CA,91761,,1,,,
2279,Jacksonville Police Department,Morgan,Jacksonville,IL,62650,,1,,,
2618,IMC-SD (Indianapolis-Marion County Sheriff's Office) fka MECA,Marion,Indianapolis,IN,46204,,,1,,
,South Bend City 911 Dispatch,St. Joseph,Indianapolis,IN,46204,,,1,,
4309,Johnston County E9-1-1,Johnston,Smithfield,NC,27577,,,1,,
4457,Transylvania County 911 Center,Transylvania,Brevard,NC,28712,,1,,,
4474,Watauga County Communications,Watauga,Boone,NC,28607,1,,,,
8214,PROSPER POLICE DEPARTMENT,Collin,Arlington,TX,76011,,1,,,
6420,BALCH SPRINGS POLICE DEPARTMENT,Dallas,Arlington,TX,76011,,1,,,
6895,SEAGOVILLE POLICE DEPARTMENT,Dallas,Arlington,TX,76011,,1,,,
7004,WILMER POLICE DEPARTMENT,Dallas,Arlington,TX,76011,,1,,,
6501,COMMERCE POLICE DEPARTMENT,Hunt,Arlington,TX,76011,,1,,,
6618,GREENVILLE POLICE DEPARTMENT,Hunt,Arlington,TX,76011,,1,,,
6663,HUNT COUNTY SHERIFF’S DEPARTMENT,Hunt,Arlington,TX,76011,,1,,,
6487,CLEBURNE POLICE DEPARTMENT,Johnson,Arlington,TX,76011,,1,,,
6682,JOHNSON COUNTY SHERIFF’S DEPARTMENT,Johnson,Arlington,TX,76011,,1,,,
6690,KEENE POLICE DEPARTMENT,Johnson,Arlington,TX,76011,,1,,,
6511,CORSICANA POLICE DEPARTMENT,Navarro,Arlington,TX,76011,,1,,,
6796,NAVARRO COUNTY SHERIFF’S DEPARTMENT,Navarro,Arlington,TX,76011,,1,,,
6816,PALO PINTO COUNTY SHERIFF’S DEPARTMENT,Palo Pinto,Arlington,TX,76011,,1,,,
6867,ROCKWALL COUNTY SHERIFF’S DEPARTMENT,Rockwall,Arlington,TX,76011,,1,,,
6868,ROCKWALL POLICE DEPARTMENT,Rockwall,Arlington,TX,76011,,1,,,
7084,Arlington County ECC,Arlington,Arlington,VA,22201,,1,,,
7143,Hanover County Emergency Communications Center,Hanover,Hanover,VA,23069,,,1,,
7181,Pittsylvania County Emergency Operations,Pittsylvania,Chatham,VA,24531,,,1,,
7196,Salem Police Communications,Roanoke,Salem,VA,24153,1,,,,
7509,St. Croix County 911,St. Croix,Hudson,WI,54016,1,,,,
547,Banning Police Department,Riverside,Banning,CA,92220,,1,,,
551,Beaumont Police Department,Riverside,Beaumont,CA,92223,,1,,,
587,Cathedral City Police and Fire Department/Desert Hot Springs Police Department,Riverside,Cathedral City,CA,92234,,1,,,
612,Chino Police Department,San Bernardino,Chino,CA,91710,,1,,,
829,Montclair Police Department,San Bernardino,Montclair,CA,91763,,1,,,
863,Palm Springs Police Department,Riverside,Palm Springs,CA,92262,,1,,,
895,Rialto Police Department,San Bernardino,Rialto,CA,92376,,1,,,
917,San Bernardino Police Department,San Bernardino,San Bernardino,CA,92401,,1,,,
1122,Denver Combined Communications,Denver,Denver,CO,80206,,1,,,
8226,Thornton 911 Communications Center,Adams,Thornton,CO,80229,,,1,,
1760,Floyd County E-911,Floyd,Rome,GA,30161,,,1,,
2041,Blaine County Emergency Communications,Blaine,Hailey,ID,83333,,1,,,
2095,Southern Idaho Regional Communications Center (SIRCOMM),Jerome,Jerome,ID,83338,,1,,,
4123,Chouteau County Sheriff's Office,Chouteau,Fort Benton,MT,59442,,,1,,
4190,Bertie County Sheriff's Office,Bertie,Windsor,NC,27983,1,,,,
4218,Chatham County Communications,Chatham,Pittsboro,NC,27312,1,,,,
4278,Gates County 911,Gates,Gatesville,NC,27938,1,,,,
4392,Pasquotank-Camden-Elizabeth City Central Communications Center,Pasquotank,Elizabeth City,NC,27909,1,,,,
4419,Robeson County E911 Center,Robeson,Lumberton,NC,28358,1,,,,
7090,Botetourt County Sheriff's Office,Botetourt,Fincastle,VA,24066,1,,,,
7156,Lee County 911,Lee,Jonesville,VA,24263,,,1,,
7193,Roanoke County Emergency Communications Center,Roanoke,Roanoke,VA,24019,,,1,,
7327,Pacific County Sheriff's Office,Pacific,South Bend,WA,98586,,1,,,
7417,Dodge County Sheriff's Office,Dodge,Juneau,WI,53039,,,1,,
1917,Charles City Police Department,Floyd,Charles City,IA,50616,,,1,,
1934,Decorah Police Department,Winneshiek,Decorah,IA,52101,,,1,,
3240,Androscoggin R C C,Androscoggin,Augusta,ME,04333-0018,,,1,,
3242,Bangor Police Department,Penobscot,Augusta,ME,04333-0018,,,1,,
3246,Biddeford Police Department,York,Augusta,ME,04333-0018,,,1,,
3248,Brunswick Police Department,Cumberland,Augusta,ME,04333-0018,,,1,,
3251,Cumberland R C C ,Cumberland,Augusta,ME,04333-0018,,,1,,
3267,D P S C M R C C,Kennebec,Augusta,ME,04333-0018,,,1,,
3270,D P S Houlton,Aroostook,Augusta,ME,04333-0018,,,1,,
3253,Franklin R C C,Franklin,Augusta,ME,04333-0018,,,1,,
3257,Hancock R C C ,Hancock,Augusta,ME,04333-0018,,,1,,
3262,Knox R C C,Knox,Augusta,ME,04333-0018,,,1,,
3263,Lewiston Auburn R C C,Androscoggin,Augusta,ME,04333-0018,,,1,,
3264,Lincoln R C C ,Lincoln,Augusta,ME,04333-0018,,,1,,
3279,Oxford R C C ,Oxford,Augusta,ME,04333-0018,,,1,,
3280,Penobscot R C C ,Penobscot,Augusta,ME,04333-0018,,,1,,
3282,Piscataquis R C C ,Piscataquis,Augusta,ME,04333-0018,,,1,,
3283,Portland Police Department,Cumberland,Augusta,ME,04333-0018,,,1,,
3287,Sagadahoc R C C,Sagadahoc,Augusta,ME,04333-0018,,,1,,
3288,Sanford Police Department,York,Augusta,ME,04333-0018,,,1,,
3289,Scarborough Police Department,Cumberland,Augusta,ME,04333-0018,,,1,,
3291,Somerset R C C ,Somerset,Augusta,ME,04333-0018,,,1,,
3296,Waldo R C C,Waldo,Augusta,ME,04333-0018,,,1,,
3297,Washington R C C ,Washington,Augusta,ME,04333-0018,,,1,,
3300,Westbrook Police Department,Cumberland,Augusta,ME,04333-0018,,,1,,
3305,York Police Department,York,Augusta,ME,04333-0018,,,1,,
4174,Alamance County Central Communications,Alamance,Graham,NC,27253,1,,,,
4211,Carteret Emergency Communications,Carteret,Morehead,NC,28557,1,,,,
4694,Camden County,Camden,Trenton,NJ,8625,,1,,,
4690,Burlington County,Burlington,Trenton,NJ,8625,1,,,,
4708,Cumberland County,Cumberland,Trenton,NJ,8625,,1,,,
4696,Cape May County,Cape May,Trenton,NJ,8625,,1,,,
4737,Gloucester County,Gloucester,Trenton,NJ,8625,,1,,,
4850,Salem County,Salem,Trenton,NJ,8625,,1,,,
4758,Hunterdon County,Hunterdon,Trenton,NJ,8625,,1,,,
4679,Bergen County,Bergen,Trenton,NJ,8625,,1,,,
4815,Ocean County,Ocean,Trenton,NJ,8625,,1,,,
8484,Mercer County,Mercer,Trenton,NJ,8625,,1,,,
4789,Monmouth County,Monmouth,Trenton,NJ,8625,,1,,,
4717,Atlantic County - Egg Harbor Twp,Atlantic,Trenton,NJ,8625,,1,,,
8459,Sussex County,Sussex,Trenton,NJ,8625,,1,,,
4856,Somerset County,Somerset,Trenton,NJ,8625,,1,,,
8286,Union County,Union,Trenton,NJ,8625,,1,,,
4876,Warren County,Warren,Trenton,NJ,8625,1,,,,
4793,Morris County,Morris,Trenton,NJ,8625,,1,,,
4848,Rutgers University Police Department,Middlesex,Trenton,NJ,8625,,1,,,
4805,"New Jersey State Police, Wireless Call Center",Mercer,Trenton,NJ,8625,,1,,,
7070,Salt Lake Valley Emergency Communications Center,Salt Lake,West Valley City,UT,84118-4100,,,1,,
7352,SNOCOM 911,Snohomish,Mountlake Terrace,WA,98043,,1,,,
7353,SNOPAC 911,Snohomish,Everett,WA,98208,,,1,,
2399,Quincy/Adams County 911 Center,Adams,Quincy,IL,62305,,1,,,
3321,Barry County Central Dispatch,Barry,Hastings,MI,49058,,1,,,
4128,Fallon County 911,Fallon,Baker,MT,59313,,1,,,
5277,Butler County Sheriff's Office,Butler,Hamilton,OH,45011,,1,,,
7229,Wise County,Wise,Wise,VA,24293,,,1,,
7356,Spokane County 911,Spokane,Spokane,WA,99217,,1,,,
7500,Rock County Communications Center,Rock,Janesville,WI,53545,,,1,,
1242,Parker Police Department,Douglas,Parker,CO,80134,,1,,,
1906,Buena Vista County 911 Communications Center,Buena Vista,Storm Lake,IA,50588,,1,,,
1943,Fayette County Sheriff's Office,Fayette,West Union,IA,52175,,1,,,
1995,Oelwein Police Department,Fayette,Oelwein,IA,50662,,1,,,
2152,CenCom E9-1-1 Public Safety Communications,Lake,Round Lake Beach,IL,60073,,1,,,
3900,Polk County Communications,Polk,Bolivar,MO,65613,1,,,,
4112,Anaconda/Deer Lodge 9-1-1,Deer Lodge,Anaconda,MT,59711,,1,,,
4136,Lewis & Clark 911,Lewis and Clark,Helena,MT,59601,,1,,,
4257,Edgecombe Central Communications,Edgecombe,Tarboro,NC,27886,1,,,,
4297,Henderson County Sheriffs Communications,Henderson,Hendersonville,NC,28792,,,1,,
4330,Macon County Communications,Macon,Franklin,NC,28734,1,,,,
4346,Mitchell County Central Communications,Mitchell,Bakersville,NC,28705,1,,,,
4359,New Bern Police Department,Craven,New Bern,NC,28560,,1,,,
4412,Randolph County Emergency Communications,Randolph,Asheboro,NC,27203,,1,,,
4486,Winston Salem Police/Fire Communications,Forsyth,Winston Salem,NC,27102,1,,,,
5722,Rogers County E911 Dispatch Center,Rogers,Claremore,OK,74017,1,,,,
5867,Chester County Emergency Services,Chester,West Chester,PA,19380,,,1,,
7293,Kitsap 911 (CENCOM),Kitsap,Bremerton,WA,98312,,1,,,
548,Barstow Police Department,San Bernardino,Barstow,CA,92311,,1,,,
615,CHP Barstow,San Bernardino,Sacramento,CA,95811,,1,,,
619,CHP Chico,Butte,Sacramento,CA,95811,,1,,,
625,CHP Inland,San Bernardino,Sacramento,CA,95811,,1,,,
7954,Walton County Sheriff's Office,Walton,DeFuniak Springs,FL,32433,,1,,,
2569,Hamilton County Sheriff's Office Dispatch,Hamilton,Indianapolis,IN,46204,,,1,,
3374,Eaton County Central Dispatch,Eaton,Charlotte,MI,48813,,1,,,
3419,Ionia County Central Dispatch,Ionia,Ionia,MI,48846,,1,,,
4193,Bladen County Communications,Bladen,Elizabethtown,NC,28337,1,,,,
4200,Burke County Emergency Communications Center,Burke,Morganton,NC,28655,,1,,,
4243,Dare County Communications,Dare,Manteo,NC,27954,1,,,,
4270,Forsyth County Fire Department and Ambulance,Forsyth,Winston-Salem,NC,27105,1,,,,
4272,Franklin County 9-1-1 Communications,Franklin,Louisburg,NC,27549,1,,,,
4296,Haywood County,Haywood,Waynesville,NC,28786,,,1,,
4306,Jackson County Communications,Jackson,Sylva,NC,28779,1,,,,
4327,Lincoln County Communications Center,Lincoln,Lincolnton,NC,28093,1,,,,
4388,Orange County Emergency Services,Orange,Hillsborough,NC,27278,1,,,,
4465,Burke County Emergency Communications Center Backup,Burke,Morganton,NC,28655,,1,,,
5934,Washington County Department of Public Safety,Washington,Washington,PA,15301,,1,,,
5942,Puerto Rico 9-1-1 Service,For entire Commonwealth,San Juan,PR,928,,,1,,
